pillar,code,indicator,component,year,nuts_code_2021,unit,value
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES413,number of beds,32045
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES413,number of beds,32206
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES414,number of beds,8290
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES414,number of beds,8319
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES414,number of beds,8912
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES414,number of beds,8829
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES414,number of beds,8874
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES415,number of beds,26522
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES415,number of beds,26613
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES415,number of beds,28512
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES415,number of beds,27732
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES415,number of beds,27872
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES416,number of beds,16958
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES416,number of beds,17016
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES416,number of beds,18230
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES416,number of beds,19848
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES416,number of beds,19949
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES417,number of beds,10560
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES417,number of beds,10596
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES417,number of beds,11352
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES417,number of beds,11731
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES417,number of beds,11790
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES418,number of beds,18146
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES418,number of beds,18209
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES418,number of beds,19508
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES418,number of beds,18438
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES418,number of beds,18531
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES419,number of beds,10989
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES419,number of beds,11026
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES419,number of beds,11813
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES419,number of beds,11419
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES419,number of beds,11477
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES421,number of beds,14931
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES421,number of beds,14854
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES421,number of beds,15573
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES421,number of beds,16152
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES421,number of beds,16261
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES422,number of beds,16347
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES422,number of beds,16263
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES422,number of beds,17049
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES422,number of beds,17134
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES422,number of beds,17250
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES423,number of beds,15419
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES423,number of beds,15339
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES423,number of beds,16081
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES423,number of beds,16302
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES423,number of beds,16412
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES424,number of beds,11292
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES424,number of beds,11234
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES424,number of beds,11778
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES424,number of beds,12106
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES424,number of beds,12187
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES425,number of beds,21538
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES425,number of beds,21428
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES425,number of beds,22464
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES425,number of beds,22741
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES425,number of beds,22895
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES431,number of beds,17278
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES431,number of beds,17325
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES431,number of beds,17579
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES431,number of beds,18201
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES431,number of beds,19068
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES432,number of beds,27887
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES432,number of beds,27965
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES432,number of beds,28373
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES432,number of beds,29656
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES432,number of beds,31068
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES511,number of beds,329932
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES511,number of beds,331112
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES511,number of beds,331839
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES511,number of beds,336983
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES511,number of beds,339806
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES512,number of beds,245096
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES512,number of beds,245973
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES512,number of beds,246513
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES512,number of beds,239159
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES512,number of beds,241163
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES513,number of beds,59281
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES513,number of beds,59493
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES513,number of beds,59624
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES513,number of beds,60045
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES513,number of beds,60549
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES514,number of beds,157423
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES514,number of beds,157986
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES514,number of beds,158333
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES514,number of beds,162619
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES514,number of beds,163981
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES521,number of beds,230185
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES521,number of beds,232402
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES521,number of beds,239057
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES521,number of beds,236360
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES521,number of beds,235859
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES522,number of beds,71990
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES522,number of beds,72684
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES522,number of beds,74765
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES522,number of beds,78492
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES522,number of beds,78326
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES523,number of beds,90930
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES523,number of beds,91806
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES523,number of beds,94435
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES523,number of beds,98645
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES523,number of beds,98436
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES531,number of beds,93195
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES531,number of beds,92916
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES531,number of beds,92419
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES531,number of beds,93722
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES531,number of beds,95506
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES532,number of beds,322536
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES532,number of beds,321570
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES532,number of beds,319848
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES532,number of beds,317841
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES532,number of beds,323890
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES533,number of beds,51993
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES533,number of beds,51838
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES533,number of beds,51560
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES533,number of beds,50865
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES533,number of beds,51833
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES611,number of beds,52170
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES611,number of beds,53035
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES611,number of beds,54531
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES611,number of beds,56030
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES611,number of beds,57670
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES612,number of beds,86333
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES612,number of beds,87765
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES612,number of beds,90240
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES612,number of beds,91163
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES612,number of beds,93833
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES613,number of beds,23148
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES613,number of beds,23531
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES613,number of beds,24195
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES613,number of beds,24514
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES613,number of beds,25232
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES614,number of beds,66824
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES614,number of beds,67932
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES614,number of beds,69848
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES614,number of beds,72600
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES614,number of beds,74726
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES615,number of beds,33606
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES615,number of beds,34163
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES615,number of beds,35127
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES615,number of beds,34681
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES615,number of beds,35697
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES616,number of beds,17047
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES616,number of beds,17329
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES616,number of beds,17818
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES616,number of beds,19056
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES616,number of beds,19614
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES617,number of beds,208217
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES617,number of beds,211670
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES617,number of beds,217640
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES617,number of beds,216814
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES617,number of beds,223163
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES618,number of beds,55300
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES618,number of beds,56217
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES618,number of beds,57802
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES618,number of beds,59641
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES618,number of beds,61387
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES620,number of beds,51581
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES620,number of beds,51515
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES620,number of beds,52223
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES620,number of beds,53316
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES620,number of beds,54231
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES630,number of beds,760
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES630,number of beds,826
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES630,number of beds,728
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES630,number of beds,793
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES630,number of beds,807
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES640,number of beds,878
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES640,number of beds,878
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES640,number of beds,888
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES640,number of beds,898
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES640,number of beds,898
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES703,number of beds,1388
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES703,number of beds,1400
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES703,number of beds,1411
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES703,number of beds,1776
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES703,number of beds,1771
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES704,number of beds,62879
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES704,number of beds,63452
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES704,number of beds,63924
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES704,number of beds,62586
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES704,number of beds,62423
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES705,number of beds,124897
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES705,number of beds,126035
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES705,number of beds,126973
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES705,number of beds,124355
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES705,number of beds,124031
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES706,number of beds,9873
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES706,number of beds,9962
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES706,number of beds,10037
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES706,number of beds,8894
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES706,number of beds,8871
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES707,number of beds,21450
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES707,number of beds,21645
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES707,number of beds,21806
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES707,number of beds,20954
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES707,number of beds,20900
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES708,number of beds,67847
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES708,number of beds,68465
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES708,number of beds,68975
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES708,number of beds,71681
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES708,number of beds,71494
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2019,ES709,number of beds,140886
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2020,ES709,number of beds,142169
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2021,ES709,number of beds,143227
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2022,ES709,number of beds,141398
Basic descriptors,TOUR_DES_03,Tourism capacity,Tourism capacity (nr. of beds),2023,ES709,number of beds,141029
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES11,%,40.91
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES11,%,22
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES11,%,34.37
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES11,%,42.18
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES11,%,42.46
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES12,%,42.03
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES12,%,29
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES12,%,40.19
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES12,%,43.26
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES12,%,45.53
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES13,%,49.65
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES13,%,33
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES13,%,46.09
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES13,%,49.66
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES13,%,48.5
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES21,%,56.86
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES21,%,29
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES21,%,40.29
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES21,%,53.9
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES21,%,57.98
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES22,%,45.78
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES22,%,24
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES22,%,34.37
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES22,%,43.1
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES22,%,45.32
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES23,%,43.74
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES23,%,22
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES23,%,32.81
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES23,%,40.75
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES23,%,42.65
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES24,%,41.53
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES24,%,27
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES24,%,33.8
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES24,%,41.19
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES24,%,42.32
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES30,%,61.43
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES30,%,33
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES30,%,37.85
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES30,%,53.7
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES30,%,58.37
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES41,%,39.58
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES41,%,22
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES41,%,32.58
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES41,%,39.24
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES41,%,41.9
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES42,%,32.54
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES42,%,19
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES42,%,26.19
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2022,ES42,%,32.75
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2023,ES42,%,33.92
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2019,ES43,%,36.88
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2020,ES43,%,21
Basic descriptors,TOUR_DES_04,Occupancy rate,Occupancy,2021,ES43,%,28.85
