tourist_id,age,grupo_edad,interests,preferred_tour_duration,accessibility,site_name,sites_visited,tour_duration,route_id,tourist_rating,system_response_time,recommendation_accuracy,vr_experience_quality,satisfaction,grupo
1004,31,25-34,['Cultural'],3,FALSE,Great Wall of China,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",4,1004000,1.1,3.86,98,4.3,3,Sin Accesibilidad
1005,56,45-59,"['Cultural', 'Art']",6,FALSE,Great Wall of China,['Taj Mahal'],2,1005000,4.2,2.76,85,4.1,4,Sin Accesibilidad
1006,32,25-34,['Architecture'],6,TRUE,Colosseum,"['Colosseum', 'Taj Mahal', 'Machu Picchu']",6,1006000,1.9,4.26,92,4.7,3,Accesibilidad
1007,23,Menores de 25,"['Cultural', 'Architecture', 'Art']",4,TRUE,Machu Picchu,"['Eiffel Tower', 'Taj Mahal']",6,1007000,3.3,2.62,96,4.7,3,Accesibilidad
1008,69,60+,"['Nature', 'Architecture']",8,TRUE,Eiffel Tower,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",5,1008000,2.5,3.53,91,4.3,3,Accesibilidad
1009,65,60+,['Cultural'],7,TRUE,Great Wall of China,['Machu Picchu'],2,1009000,1.5,1.79,100,4.6,3,Accesibilidad
1010,59,45-59,"['Art', 'Architecture']",4,FALSE,Eiffel Tower,"['Colosseum', 'Machu Picchu']",3,1010000,3,4.48,87,4.9,3,Sin Accesibilidad
1011,47,45-59,['Art'],4,FALSE,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",6,1011000,2.1,3.72,92,4.7,3,Sin Accesibilidad
1012,43,35-44,"['Art', 'History']",7,FALSE,Machu Picchu,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",5,1012000,1.3,2.04,85,4.8,3,Sin Accesibilidad
1013,21,Menores de 25,"['Cultural', 'Nature', 'Art']",8,TRUE,Eiffel Tower,['Eiffel Tower'],3,1013000,3.1,4.48,88,4.9,3,Accesibilidad
1014,40,35-44,"['Architecture', 'History', 'Art']",5,TRUE,Taj Mahal,"['Machu Picchu', 'Taj Mahal']",3,1014000,1.5,2.37,96,4.2,3,Accesibilidad
1015,33,25-34,"['Nature', 'Cultural', 'History']",7,FALSE,Great Wall of China,"['Great Wall of China', 'Eiffel Tower']",5,1015000,1.7,3.04,97,4.9,3,Sin Accesibilidad
1016,64,60+,"['Art', 'Cultural']",5,TRUE,Colosseum,"['Machu Picchu', 'Great Wall of China', 'Taj Mahal']",7,1016000,1.6,3.54,86,4.6,3,Accesibilidad
1017,48,45-59,"['Nature', 'History', 'Art']",5,TRUE,Eiffel Tower,"['Great Wall of China', 'Machu Picchu']",5,1017000,2.2,4.53,92,4.5,3,Accesibilidad
1018,22,Menores de 25,"['Cultural', 'Art']",7,FALSE,Great Wall of China,['Colosseum'],1,1018000,1.6,3.37,97,4,3,Sin Accesibilidad
1019,64,60+,['Art'],7,FALSE,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",4,1019000,2.4,3.35,85,4.2,3,Sin Accesibilidad
1020,36,35-44,"['History', 'Nature']",6,FALSE,Eiffel Tower,['Colosseum'],2,1020000,2.5,1.84,88,4.1,3,Sin Accesibilidad
1021,35,35-44,"['Architecture', 'History']",8,FALSE,Machu Picchu,['Eiffel Tower'],2,1021000,2,1.69,100,4.3,3,Sin Accesibilidad
1022,42,35-44,"['Architecture', 'Art']",4,FALSE,Eiffel Tower,"['Machu Picchu', 'Taj Mahal']",5,1022000,4.3,1.69,93,4.7,4,Sin Accesibilidad
1023,38,35-44,"['History', 'Cultural', 'Architecture']",8,FALSE,Great Wall of China,"['Taj Mahal', 'Colosseum']",3,1023000,2.2,4.04,87,4.5,3,Sin Accesibilidad
1024,58,45-59,"['History', 'Nature']",6,TRUE,Eiffel Tower,['Great Wall of China'],2,1024000,4.3,4.39,97,4.6,4,Accesibilidad
1025,22,Menores de 25,['Cultural'],6,FALSE,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",9,1025000,4.5,1.67,93,4.7,5,Sin Accesibilidad
1026,44,35-44,"['Nature', 'Cultural']",4,TRUE,Eiffel Tower,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",4,1026000,2.6,2.5,98,4.2,3,Accesibilidad
1027,66,60+,"['Cultural', 'Architecture', 'Art']",5,TRUE,Eiffel Tower,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",7,1027000,1.7,1.63,85,4.7,3,Accesibilidad
1028,41,35-44,"['Architecture', 'Cultural', 'Art']",5,FALSE,Machu Picchu,['Great Wall of China'],2,1028000,1.9,2.79,86,4.9,3,Sin Accesibilidad
1029,55,45-59,['Nature'],3,TRUE,Great Wall of China,['Eiffel Tower'],1,1029000,4.4,3.41,99,4.2,4,Accesibilidad
1030,67,60+,"['Nature', 'History']",5,TRUE,Great Wall of China,['Machu Picchu'],2,1030000,2.8,3.83,91,4.8,3,Accesibilidad
1031,19,Menores de 25,"['Architecture', 'History', 'Cultural']",3,TRUE,Great Wall of China,['Colosseum'],3,1031000,3,2.17,87,4.2,3,Accesibilidad
1032,26,25-34,"['Nature', 'History', 'Architecture']",3,FALSE,Machu Picchu,['Great Wall of China'],3,1032000,2.2,2.66,87,4.7,3,Sin Accesibilidad
1033,43,35-44,"['History', 'Nature']",8,FALSE,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",5,1033000,1.1,3.21,97,4.2,3,Sin Accesibilidad
1034,55,45-59,"['Cultural', 'History']",6,TRUE,Taj Mahal,['Eiffel Tower'],2,1034000,1.3,2.4,91,4.1,3,Accesibilidad
1035,59,45-59,"['History', 'Cultural']",5,TRUE,Machu Picchu,['Taj Mahal'],2,1035000,2.3,2.14,89,5,3,Accesibilidad
1036,20,Menores de 25,"['Cultural', 'Art']",7,FALSE,Colosseum,['Great Wall of China'],2,1036000,4.9,4.67,93,4.4,5,Sin Accesibilidad
1037,60,60+,"['Architecture', 'History']",4,TRUE,Taj Mahal,['Colosseum'],3,1037000,2.4,3.06,98,5,3,Accesibilidad
1038,28,25-34,"['Architecture', 'Nature']",3,FALSE,Colosseum,"['Eiffel Tower', 'Colosseum']",3,1038000,1.1,3.46,93,4,3,Sin Accesibilidad
1039,58,45-59,['Nature'],5,TRUE,Taj Mahal,['Taj Mahal'],2,1039000,2.7,2.51,90,4.1,3,Accesibilidad
1040,67,60+,['Architecture'],4,TRUE,Great Wall of China,['Great Wall of China'],3,1040000,1.9,3.45,87,4.7,3,Accesibilidad
1041,34,25-34,"['Cultural', 'Nature', 'Art']",3,TRUE,Colosseum,['Taj Mahal'],1,1041000,1,2.81,97,4.3,3,Accesibilidad
1042,26,25-34,"['Cultural', 'Architecture']",5,TRUE,Eiffel Tower,"['Great Wall of China', 'Colosseum']",3,1042000,3.8,3.34,100,4.5,4,Accesibilidad
1043,64,60+,"['History', 'Cultural', 'Art']",3,FALSE,Colosseum,"['Colosseum', 'Machu Picchu']",5,1043000,2,1.87,89,4.4,3,Sin Accesibilidad
1044,49,45-59,"['Art', 'Cultural']",4,FALSE,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",5,1044000,1.4,2.26,90,4.7,3,Sin Accesibilidad
1045,36,35-44,"['Cultural', 'Nature', 'Art']",4,FALSE,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",6,1045000,1.9,2.31,88,4.1,3,Sin Accesibilidad
1046,38,35-44,"['History', 'Architecture']",8,FALSE,Machu Picchu,['Taj Mahal'],3,1046000,4.1,1.92,95,4,4,Sin Accesibilidad
1047,65,60+,['Architecture'],7,FALSE,Machu Picchu,"['Great Wall of China', 'Eiffel Tower']",4,1047000,1.9,3.53,100,4.6,3,Sin Accesibilidad
1048,66,60+,"['Architecture', 'History']",7,TRUE,Machu Picchu,"['Great Wall of China', 'Eiffel Tower']",6,1048000,4.6,2.16,95,4.4,5,Accesibilidad
1049,28,25-34,['Nature'],4,TRUE,Taj Mahal,"['Great Wall of China', 'Colosseum', 'Eiffel Tower']",6,1049000,1.3,2.11,90,4,3,Accesibilidad
1050,66,60+,['Nature'],7,FALSE,Great Wall of China,"['Colosseum', 'Eiffel Tower']",5,1050000,2.6,3.56,85,4.9,3,Sin Accesibilidad
1051,53,45-59,"['History', 'Nature']",5,FALSE,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",6,1051000,3.9,4.54,95,5,4,Sin Accesibilidad
1052,21,Menores de 25,"['Cultural', 'Nature', 'Architecture']",8,TRUE,Great Wall of China,['Great Wall of China'],3,1052000,3.1,4.36,93,4.3,3,Accesibilidad
1053,70,60+,"['Nature', 'History']",7,FALSE,Taj Mahal,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",6,1053000,2.5,3.38,90,4.3,3,Sin Accesibilidad
1054,29,25-34,['Art'],7,FALSE,Eiffel Tower,['Great Wall of China'],3,1054000,2,4.45,91,4.2,3,Sin Accesibilidad
1055,33,25-34,"['Architecture', 'Nature', 'Art']",8,TRUE,Colosseum,['Colosseum'],2,1055000,1.7,1.95,93,4.6,3,Accesibilidad
1056,47,45-59,['Architecture'],4,FALSE,Colosseum,"['Eiffel Tower', 'Great Wall of China']",4,1056000,4.6,4.42,88,4.7,5,Sin Accesibilidad
1057,40,35-44,"['History', 'Architecture']",4,FALSE,Great Wall of China,['Great Wall of China'],2,1057000,2.5,4.09,99,4.1,3,Sin Accesibilidad
1058,53,45-59,"['History', 'Art']",5,FALSE,Great Wall of China,"['Great Wall of China', 'Machu Picchu']",2,1058000,3.1,2.69,90,4.5,3,Sin Accesibilidad
1059,32,25-34,"['History', 'Cultural']",7,TRUE,Eiffel Tower,['Colosseum'],1,1059000,2.8,3.61,95,4.2,3,Accesibilidad
1060,70,60+,"['Cultural', 'Art', 'History']",4,FALSE,Great Wall of China,"['Machu Picchu', 'Taj Mahal']",6,1060000,3.6,3.1,94,4,4,Sin Accesibilidad
1061,21,Menores de 25,['Cultural'],4,TRUE,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower']",5,1061000,3.9,4.63,85,4.3,4,Accesibilidad
1062,67,60+,['Architecture'],5,TRUE,Great Wall of China,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",4,1062000,2,4.67,99,5,3,Accesibilidad
1063,63,60+,"['Cultural', 'Art', 'Architecture']",7,TRUE,Great Wall of China,['Colosseum'],3,1063000,4.1,2.33,100,4.5,4,Accesibilidad
1064,57,45-59,['Art'],5,TRUE,Machu Picchu,"['Eiffel Tower', 'Colosseum']",4,1064000,5,4.3,93,4.9,5,Accesibilidad
1065,26,25-34,"['Nature', 'History']",5,TRUE,Taj Mahal,['Great Wall of China'],2,1065000,2.9,3.84,98,4.6,3,Accesibilidad
1066,20,Menores de 25,['Cultural'],4,TRUE,Taj Mahal,['Taj Mahal'],2,1066000,3.1,4.82,89,5,3,Accesibilidad
1067,47,45-59,['History'],4,TRUE,Eiffel Tower,['Great Wall of China'],2,1067000,2.7,2.42,99,4.3,3,Accesibilidad
1068,48,45-59,"['Nature', 'Art', 'Cultural']",7,TRUE,Great Wall of China,['Eiffel Tower'],3,1068000,2.6,4.88,87,4.3,3,Accesibilidad
1069,29,25-34,"['Cultural', 'Art']",7,TRUE,Great Wall of China,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",6,1069000,3.8,1.58,88,4.2,4,Accesibilidad
1070,37,35-44,"['History', 'Art']",7,TRUE,Great Wall of China,['Eiffel Tower'],3,1070000,1.9,3.81,87,4.3,3,Accesibilidad
1071,27,25-34,['History'],6,TRUE,Colosseum,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",7,1071000,4.9,2.73,90,4.9,5,Accesibilidad
1072,63,60+,['History'],8,FALSE,Taj Mahal,['Machu Picchu'],2,1072000,3.6,2.48,88,4,4,Sin Accesibilidad
1073,66,60+,"['Art', 'Cultural', 'Nature']",7,TRUE,Colosseum,"['Taj Mahal', 'Great Wall of China', 'Colosseum']",5,1073000,4.3,3.63,100,4.3,4,Accesibilidad
1074,36,35-44,['Art'],4,FALSE,Great Wall of China,['Eiffel Tower'],2,1074000,1.8,2.31,95,4.7,3,Sin Accesibilidad
1075,68,60+,"['Nature', 'Cultural']",6,TRUE,Colosseum,"['Great Wall of China', 'Colosseum', 'Machu Picchu']",8,1075000,2.5,3.44,97,4.5,3,Accesibilidad
1076,43,35-44,['Architecture'],3,TRUE,Taj Mahal,"['Colosseum', 'Eiffel Tower']",3,1076000,2.8,2.04,95,4.9,3,Accesibilidad
1077,18,Menores de 25,['Architecture'],3,FALSE,Eiffel Tower,['Taj Mahal'],1,1077000,1.7,1.73,94,4.1,3,Sin Accesibilidad
1078,20,Menores de 25,"['Cultural', 'Architecture', 'Art']",6,TRUE,Taj Mahal,['Taj Mahal'],3,1078000,3,3.12,97,4.9,3,Accesibilidad
1079,42,35-44,"['Art', 'History', 'Architecture']",8,FALSE,Eiffel Tower,['Colosseum'],2,1079000,4.1,4.95,91,4.6,4,Sin Accesibilidad
1080,23,Menores de 25,"['Cultural', 'Nature', 'Architecture']",8,TRUE,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",3,1080000,3.4,4.69,90,4.5,3,Accesibilidad
1081,55,45-59,"['Cultural', 'Architecture', 'History']",3,TRUE,Taj Mahal,['Taj Mahal'],1,1081000,4.4,4.59,90,4.8,4,Accesibilidad
1082,57,45-59,"['Architecture', 'Art']",4,TRUE,Taj Mahal,['Great Wall of China'],1,1082000,4.3,3.32,89,4.7,4,Accesibilidad
1083,30,25-34,"['Cultural', 'Art']",6,FALSE,Machu Picchu,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",7,1083000,3.2,2.46,85,4.1,3,Sin Accesibilidad
1084,39,35-44,"['Art', 'Cultural', 'History']",4,FALSE,Great Wall of China,['Colosseum'],3,1084000,2.3,3.59,87,4.3,3,Sin Accesibilidad
1085,23,Menores de 25,['Cultural'],7,TRUE,Machu Picchu,"['Colosseum', 'Taj Mahal']",6,1085000,3.4,1.66,95,4.5,3,Accesibilidad
1086,26,25-34,"['Cultural', 'Nature']",3,FALSE,Colosseum,"['Great Wall of China', 'Eiffel Tower']",5,1086000,3.4,2.12,94,4.3,3,Sin Accesibilidad
1087,39,35-44,['Nature'],5,TRUE,Colosseum,"['Machu Picchu', 'Great Wall of China']",4,1087000,3.6,4.58,85,4.3,4,Accesibilidad
1088,25,25-34,"['Art', 'Nature', 'Architecture']",6,FALSE,Taj Mahal,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",3,1088000,4.5,3.76,96,4.7,5,Sin Accesibilidad
1089,26,25-34,['Nature'],6,TRUE,Colosseum,"['Great Wall of China', 'Machu Picchu']",5,1089000,3.4,3.47,88,4.1,3,Accesibilidad
1090,20,Menores de 25,"['Architecture', 'Art']",4,FALSE,Great Wall of China,['Great Wall of China'],3,1090000,1.6,1.74,93,4.1,3,Sin Accesibilidad
1091,67,60+,"['Nature', 'Architecture']",6,FALSE,Machu Picchu,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",5,1091000,2.6,4.34,90,4.3,3,Sin Accesibilidad
1092,22,Menores de 25,"['History', 'Nature']",6,FALSE,Colosseum,"['Great Wall of China', 'Colosseum']",5,1092000,4.9,1.99,85,4.7,5,Sin Accesibilidad
1093,48,45-59,"['Cultural', 'Art']",6,FALSE,Machu Picchu,['Eiffel Tower'],2,1093000,1.5,4.02,90,4.8,3,Sin Accesibilidad
1094,20,Menores de 25,['Cultural'],4,FALSE,Great Wall of China,['Colosseum'],2,1094000,4,4.9,96,4.4,4,Sin Accesibilidad
1095,61,60+,"['Nature', 'Architecture', 'History']",5,FALSE,Taj Mahal,['Machu Picchu'],3,1095000,3.3,3.36,94,4.4,3,Sin Accesibilidad
1096,60,60+,['Art'],7,TRUE,Machu Picchu,"['Eiffel Tower', 'Colosseum', 'Machu Picchu']",6,1096000,2.6,4.9,93,4.5,3,Accesibilidad
1097,59,45-59,"['Nature', 'History']",8,TRUE,Taj Mahal,['Taj Mahal'],3,1097000,1.3,3.43,93,4.8,3,Accesibilidad
1098,20,Menores de 25,['Cultural'],5,TRUE,Colosseum,['Eiffel Tower'],2,1098000,4.2,3.42,86,4.3,4,Accesibilidad
1099,45,45-59,"['Architecture', 'Art']",6,TRUE,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",4,1099000,2.8,4.85,97,4.5,3,Accesibilidad
1100,54,45-59,"['Art', 'Architecture']",4,TRUE,Machu Picchu,"['Great Wall of China', 'Eiffel Tower']",3,1100000,4.5,3.97,93,4.9,5,Accesibilidad
1101,30,25-34,['Architecture'],6,TRUE,Machu Picchu,"['Great Wall of China', 'Machu Picchu']",5,1101000,2.5,2.06,99,4.8,3,Accesibilidad
1102,18,Menores de 25,['Cultural'],7,TRUE,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",6,1102000,1.2,3.12,89,4.8,3,Accesibilidad
1103,48,45-59,"['Cultural', 'Art', 'Architecture']",4,TRUE,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China', 'Machu Picchu']",5,1103000,1.6,4.92,90,4.7,3,Accesibilidad
1104,55,45-59,['Art'],8,FALSE,Eiffel Tower,['Taj Mahal'],1,1104000,4,2.47,97,4.9,4,Sin Accesibilidad
1105,43,35-44,"['History', 'Architecture']",3,FALSE,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",5,1105000,3,3.31,86,4.3,3,Sin Accesibilidad
1106,39,35-44,"['History', 'Nature']",4,FALSE,Taj Mahal,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",4,1106000,2.3,4.72,99,4.4,3,Sin Accesibilidad
1107,57,45-59,"['Cultural', 'History']",8,TRUE,Great Wall of China,['Great Wall of China'],3,1107000,3.4,2.92,96,4.8,3,Accesibilidad
1108,25,25-34,['Nature'],3,TRUE,Eiffel Tower,['Great Wall of China'],3,1108000,3.3,4.38,90,4.6,3,Accesibilidad
1109,38,35-44,"['Architecture', 'Art']",4,FALSE,Machu Picchu,['Taj Mahal'],2,1109000,1.3,1.81,89,4.3,3,Sin Accesibilidad
1110,37,35-44,"['Art', 'Architecture']",8,TRUE,Colosseum,['Taj Mahal'],1,1110000,4.2,2.82,89,4.8,4,Accesibilidad
1111,37,35-44,"['History', 'Nature', 'Architecture']",8,FALSE,Eiffel Tower,['Eiffel Tower'],3,1111000,4.1,4.21,94,4.1,4,Sin Accesibilidad
1112,70,60+,"['Nature', 'Cultural']",4,FALSE,Colosseum,['Great Wall of China'],1,1112000,4,4.26,92,4.1,4,Sin Accesibilidad
1113,47,45-59,['Cultural'],3,FALSE,Colosseum,"['Taj Mahal', 'Colosseum']",3,1113000,2.5,4.19,99,4.7,3,Sin Accesibilidad
1114,36,35-44,"['Architecture', 'History']",7,FALSE,Machu Picchu,['Taj Mahal'],1,1114000,4.8,2.89,94,4.9,5,Sin Accesibilidad
1115,25,25-34,"['Cultural', 'Nature', 'History']",4,TRUE,Great Wall of China,"['Colosseum', 'Machu Picchu']",5,1115000,2.9,3.14,88,4.6,3,Accesibilidad
1116,26,25-34,"['Art', 'Nature']",6,TRUE,Eiffel Tower,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",7,1116000,2.1,3.08,100,4.6,3,Accesibilidad
1117,51,45-59,"['Art', 'Nature']",8,FALSE,Machu Picchu,"['Eiffel Tower', 'Great Wall of China']",3,1117000,1,4.51,89,4.4,3,Sin Accesibilidad
1118,54,45-59,"['Cultural', 'Architecture', 'History']",6,FALSE,Taj Mahal,"['Eiffel Tower', 'Great Wall of China']",3,1118000,1.2,3.3,85,4.5,3,Sin Accesibilidad
1119,43,35-44,"['Cultural', 'Nature', 'History']",3,FALSE,Colosseum,['Colosseum'],1,1119000,4,4.09,93,4.2,4,Sin Accesibilidad
1120,60,60+,['Cultural'],4,TRUE,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",5,1120000,2.3,3.24,88,4.9,3,Accesibilidad
1121,32,25-34,"['Architecture', 'Art', 'Nature']",4,TRUE,Eiffel Tower,"['Eiffel Tower', 'Colosseum']",3,1121000,3.1,2.33,93,4.9,3,Accesibilidad
1122,65,60+,['Cultural'],4,TRUE,Eiffel Tower,"['Colosseum', 'Eiffel Tower', 'Taj Mahal']",6,1122000,2.8,2.16,86,4.5,3,Accesibilidad
1123,30,25-34,"['Nature', 'History']",7,FALSE,Machu Picchu,"['Taj Mahal', 'Machu Picchu']",5,1123000,2.4,2.9,91,4,3,Sin Accesibilidad
1124,29,25-34,['Architecture'],3,FALSE,Machu Picchu,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",6,1124000,2.2,4.35,91,4.4,3,Sin Accesibilidad
1125,40,35-44,"['Cultural', 'Architecture', 'Art']",4,FALSE,Machu Picchu,['Eiffel Tower'],2,1125000,3.6,1.75,91,4.1,4,Sin Accesibilidad
1126,68,60+,['Art'],6,TRUE,Great Wall of China,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",5,1126000,4.7,3.03,93,5,5,Accesibilidad
1127,56,45-59,"['Cultural', 'History']",8,TRUE,Taj Mahal,"['Machu Picchu', 'Eiffel Tower']",5,1127000,1.4,3.45,87,4.2,3,Accesibilidad
1128,29,25-34,"['Cultural', 'Nature', 'History']",3,FALSE,Eiffel Tower,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",6,1128000,2.7,1.99,98,4.6,3,Sin Accesibilidad
1129,31,25-34,['History'],7,FALSE,Eiffel Tower,"['Eiffel Tower', 'Colosseum']",4,1129000,2.2,4.62,86,4.4,3,Sin Accesibilidad
1130,66,60+,"['Nature', 'Cultural', 'History']",3,FALSE,Colosseum,"['Machu Picchu', 'Taj Mahal']",4,1130000,2.2,3.6,99,4.8,3,Sin Accesibilidad
1131,51,45-59,['Architecture'],5,FALSE,Colosseum,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",6,1131000,4.5,3.45,95,4.2,5,Sin Accesibilidad
1132,37,35-44,['Art'],6,FALSE,Eiffel Tower,['Great Wall of China'],3,1132000,3.7,1.89,97,4.6,4,Sin Accesibilidad
1133,49,45-59,"['Cultural', 'Architecture', 'History']",4,FALSE,Colosseum,"['Eiffel Tower', 'Great Wall of China', 'Machu Picchu']",6,1133000,2.3,1.97,86,4.1,3,Sin Accesibilidad
1134,22,Menores de 25,['Cultural'],3,FALSE,Colosseum,"['Eiffel Tower', 'Great Wall of China']",5,1134000,1.1,1.61,95,5,3,Sin Accesibilidad
1135,46,45-59,"['Art', 'Architecture']",4,TRUE,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower']",3,1135000,1.5,4.45,95,4.8,3,Accesibilidad
1136,50,45-59,"['Cultural', 'Nature', 'Architecture']",5,TRUE,Eiffel Tower,['Taj Mahal'],2,1136000,2.1,3.42,97,4.7,3,Accesibilidad
1137,27,25-34,"['Architecture', 'Cultural', 'History']",5,FALSE,Taj Mahal,['Taj Mahal'],2,1137000,2.6,2.35,99,4.1,3,Sin Accesibilidad
1138,62,60+,"['Cultural', 'Architecture']",7,FALSE,Great Wall of China,"['Taj Mahal', 'Eiffel Tower']",5,1138000,3.3,4.44,100,4.6,3,Sin Accesibilidad
1139,39,35-44,['History'],5,TRUE,Machu Picchu,"['Eiffel Tower', 'Taj Mahal', 'Colosseum']",8,1139000,1.8,4.23,92,4.7,3,Accesibilidad
1140,32,25-34,['Art'],8,FALSE,Great Wall of China,"['Great Wall of China', 'Taj Mahal', 'Machu Picchu']",5,1140000,1.9,4.04,85,4.6,3,Sin Accesibilidad
1141,39,35-44,"['Cultural', 'Art']",3,FALSE,Colosseum,"['Eiffel Tower', 'Machu Picchu', 'Taj Mahal']",5,1141000,1.9,3.64,95,4.2,3,Sin Accesibilidad
1142,47,45-59,"['Cultural', 'Architecture', 'History']",6,TRUE,Great Wall of China,"['Colosseum', 'Eiffel Tower', 'Taj Mahal']",6,1142000,4.7,3.36,87,4.4,5,Accesibilidad
1143,35,35-44,"['Architecture', 'Nature', 'History']",6,TRUE,Great Wall of China,"['Great Wall of China', 'Machu Picchu']",6,1143000,3.9,1.98,93,4.3,4,Accesibilidad
1144,42,35-44,"['Architecture', 'Nature', 'Art']",8,TRUE,Machu Picchu,"['Eiffel Tower', 'Machu Picchu']",6,1144000,4.6,3.97,87,4.1,5,Accesibilidad
1145,70,60+,['Nature'],3,FALSE,Colosseum,['Taj Mahal'],3,1145000,2.5,4.76,100,4.8,3,Sin Accesibilidad
1146,53,45-59,"['Cultural', 'History', 'Nature']",6,FALSE,Machu Picchu,"['Colosseum', 'Machu Picchu']",5,1146000,4.9,3.85,93,4.9,5,Sin Accesibilidad
1147,64,60+,"['History', 'Nature', 'Architecture']",5,TRUE,Machu Picchu,"['Machu Picchu', 'Taj Mahal', 'Eiffel Tower']",5,1147000,3.9,4.09,94,4.9,4,Accesibilidad
1148,25,25-34,['Cultural'],4,FALSE,Taj Mahal,['Great Wall of China'],1,1148000,2.9,3.26,100,4.3,3,Sin Accesibilidad
1149,22,Menores de 25,['Cultural'],4,TRUE,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Eiffel Tower']",5,1149000,1.5,4.44,89,4.6,3,Accesibilidad
1150,70,60+,"['Nature', 'Art', 'History']",6,TRUE,Machu Picchu,['Colosseum'],1,1150000,4.8,2.58,89,4,5,Accesibilidad
1151,39,35-44,"['Architecture', 'Art']",6,TRUE,Great Wall of China,['Great Wall of China'],3,1151000,1.9,1.94,94,4.8,3,Accesibilidad
1152,29,25-34,"['Cultural', 'Nature', 'Architecture']",4,TRUE,Taj Mahal,"['Colosseum', 'Eiffel Tower', 'Machu Picchu']",7,1152000,2.3,3.42,94,4.8,3,Accesibilidad
1153,56,45-59,['Architecture'],3,FALSE,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower']",3,1153000,3.3,2.56,85,4.2,3,Sin Accesibilidad
1154,43,35-44,"['History', 'Nature']",6,FALSE,Taj Mahal,"['Machu Picchu', 'Colosseum', 'Great Wall of China']",7,1154000,1.2,1.71,96,4.9,3,Sin Accesibilidad
1155,70,60+,['History'],3,TRUE,Eiffel Tower,"['Machu Picchu', 'Colosseum']",3,1155000,1.1,4.19,93,4.9,3,Accesibilidad
1156,62,60+,"['Cultural', 'Nature', 'Architecture']",6,FALSE,Colosseum,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",4,1156000,1.4,4.42,90,4.4,3,Sin Accesibilidad
1157,43,35-44,"['Nature', 'History']",3,FALSE,Machu Picchu,['Taj Mahal'],2,1157000,4.1,4.83,90,4.6,4,Sin Accesibilidad
1158,25,25-34,['History'],5,FALSE,Eiffel Tower,['Machu Picchu'],3,1158000,2.9,3.05,99,4.2,3,Sin Accesibilidad
1159,60,60+,"['History', 'Cultural', 'Nature']",6,TRUE,Eiffel Tower,"['Colosseum', 'Eiffel Tower']",2,1159000,4,4.41,99,4.3,4,Accesibilidad
1160,39,35-44,"['History', 'Architecture', 'Art']",5,TRUE,Great Wall of China,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",5,1160000,2.4,3.61,87,4.2,3,Accesibilidad
1161,33,25-34,"['Architecture', 'History', 'Nature']",7,FALSE,Eiffel Tower,['Great Wall of China'],2,1161000,4.8,4.72,95,4.3,5,Sin Accesibilidad
1162,30,25-34,"['Nature', 'History']",6,TRUE,Great Wall of China,"['Eiffel Tower', 'Machu Picchu']",5,1162000,4,4.6,98,4.1,4,Accesibilidad
1163,47,45-59,"['History', 'Architecture']",4,FALSE,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",5,1163000,1.2,4.76,99,4.7,3,Sin Accesibilidad
1164,64,60+,"['History', 'Cultural', 'Nature']",6,FALSE,Great Wall of China,['Taj Mahal'],3,1164000,1.7,1.75,92,4.9,3,Sin Accesibilidad
